FARM,YEAR,COWS,LAND,MILK,LABOR,FEED,YIT,X1,X2,X3,X4,X11,X22,X33,X44,X12,X13,X14,X23,X24,X34,YEAR93,YEAR94,YEAR95,YEAR96,YEAR97,YEAR98 
204,96,14.7,8,70812,2,19331.676,11.1677838,-0.2908525,-0.3812693,0.2360746,-0.8158988,0.0422976,0.0726832,0.0278656,0.3328454,0.1108931,-0.0686629,0.2373062,-0.090008,0.3110772,-0.192613,0,0,0,1,0,0
204,97,15.2,8,73343,2,21342.813,11.2029023,-0.2574046,-0.3812693,0.2360746,-0.7169287,0.0331286,0.0726832,0.0278656,0.2569934,0.0981405,-0.0607667,0.1845407,-0.090008,0.2733429,-0.1692487,0,0,0,0,1,0
204,98,15.2,8,81143,2,26452.618,11.3039683,-0.2574046,-0.3812693,0.2360746,-0.5022887,0.0331286,0.0726832,0.0278656,0.126147,0.0981405,-0.0607667,0.1292914,-0.090008,0.1915073,-0.1185776,0,0,0,0,0,1
205,93,17,7.8,57435,1.5,14186.445,10.9584092,-0.1454867,-0.4065871,-0.0516095,-1.1253569,0.0105832,0.0826565,0.0013318,0.633214,0.059153,0.0075085,0.1637244,0.0209837,0.4575556,0.0580791,1,0,0,0,0,0
205,94,17.6,7.8,60466,1.5,14390.908,11.0098365,-0.1108011,-0.4065871,-0.0516074,-1.1110472,0.0061384,0.0826565,0.0013317,0.6172129,0.0450503,0.0057182,0.1231052,0.0209829,0.4517375,0.0573383,0,1,0,0,0,0
205,95,15.8,7.8,61387,1.5,17925.004,11.0249534,-0.2186901,-0.4065871,-0.0516043,-0.8914472,0.0239127,0.0826565,0.0013315,0.397339,0.0889166,0.0112854,0.1949506,0.0209817,0.362451,0.0460025,0,0,1,0,0,0
205,96,17.3,10,78549,1.5,31576.698,11.2714779,-0.1279935,-0.1581258,-0.0516071,-0.3252244,0.0081912,0.0125019,0.0013316,0.0528854,0.0202391,0.0066054,0.0416266,0.0081604,0.0514264,0.0167839,0,0,0,1,0,0
205,97,18.8,10,103814,1.5,37580.668,11.5503561,-0.0448431,-0.1581258,-0.0516072,-0.151154,0.0010055,0.0125019,0.0013317,0.0114238,0.0070909,0.0023142,0.0067782,0.0081604,0.0239013,0.0078006,0,0,0,0,1,0
205,98,19.4,10,106169,1.5,34504.925,11.5727874,-0.0134269,-0.1581258,-0.0516071,-0.2365417,0.0000901,0.0125019,0.0013316,0.027976,0.0021231,0.0006929,0.003176,0.0081604,0.0374033,0.0122072,0,0,0,0,0,1
206,93,18,14,105106,2,36261.57,11.5627246,-0.0883282,0.1783465,0.2360754,-0.1868853,0.0039009,0.0159037,0.0278658,0.0174631,-0.015753,-0.0208521,0.0165072,0.0421032,-0.0333303,-0.044119,1,0,0,0,0,0
206,96,18.8,14,112255,2,42544.645,11.6285283,-0.0448431,0.1783465,0.2360752,-0.0270898,0.0010055,0.0159037,0.0278658,0.0003669,-0.0079976,-0.0105864,0.0012148,0.0421032,-0.0048314,-0.0063952,0,0,0,1,0,0
206,95,16.9,14,114038,2,39799.262,11.644287,-0.1513864,0.1783465,0.2360746,-0.0937954,0.0114589,0.0159037,0.0278656,0.0043988,-0.0269992,-0.0357385,0.0141994,0.0421031,-0.0167281,-0.0221427,0,0,1,0,0,0
206,94,17,14,114099,2,39820.551,11.6448218,-0.1454867,0.1783465,0.236075,-0.0932607,0.0105832,0.0159037,0.0278657,0.0043488,-0.025947,-0.0343458,0.0135682,0.0421031,-0.0166327,-0.0220165,0,1,0,0,0,0
206,97,17.5,14,116282,2,41628.956,11.6637736,-0.1164991,0.1783465,0.2360739,-0.0488478,0.006786,0.0159037,0.0278655,0.0011931,-0.0207772,-0.0275024,0.0056907,0.0421029,-0.0087118,-0.0115317,0,0,0,0,1,0
206,98,18.5,14,192701,2,47211.745,12.168895,-0.0609293,0.1783465,0.2360746,0.0769989,0.0018562,0.0159037,0.0278656,0.0029644,-0.0108665,-0.0143839,-0.0046915,0.0421031,0.0137325,0.0181775,0,0,0,0,0,1
207,93,37.5,28.5,159373,1.5,59764.875,11.9790026,0.6456409,0.8891932,-0.0516074,0.3127743,0.2084261,0.3953323,0.0013317,0.0489139,0.5740995,-0.0333199,0.2019399,-0.045889,0.2781168,-0.0161415,1,0,0,0,0,0
207,94,36.5,28.5,162237,1.5,62461.245,11.9968135,0.6186123,0.8891932,-0.0516076,0.3569025,0.1913406,0.3953323,0.0013317,0.0636897,0.5500658,-0.0319251,0.2207843,-0.0458891,0.3173553,-0.0184189,0,1,0,0,0,0
207,95,35.1,28.5,167782,1.5,58891.482,12.0304208,0.5795011,0.8891932,-0.0516074,0.2980527,0.1679108,0.3953323,0.0013317,0.0444177,0.5152885,-0.0299066,0.1727219,-0.045889,0.2650264,-0.0153817,0,0,1,0,0,0
207,98,36.1,29,177564,1.5,81679.44,12.0870864,0.6075929,0.906585,-0.0516074,0.6251585,0.1845845,0.4109481,0.0013317,0.1954116,0.5508346,-0.0313563,0.3798419,-0.0467865,0.5667593,-0.0322628,0,0,0,0,0,1
207,97,33.7,28.5,179031,1.5,71433.369,12.0953143,0.5387978,0.8891932,-0.0516073,0.4911213,0.1451516,0.3953323,0.0013317,0.1206001,0.4790954,-0.0278059,0.2646151,-0.0458889,0.4367017,-0.0253455,0,0,0,0,1,0
207,96,36.5,28.5,197783,1.5,70015.182,12.1949257,0.6186123,0.8891932,-0.0516073,0.4710683,0.1913406,0.3953323,0.0013317,0.1109527,0.5500658,-0.0319249,0.2914086,-0.0458889,0.4188707,-0.0243106,0,0,0,1,0,0
208,93,18.1,13,73401,1,19010.859,11.2036928,-0.0827881,0.1042385,-0.4570725,-0.8326335,0.0034269,0.0054328,0.1044577,0.3466392,-0.0086297,0.0378401,0.0689321,-0.0476446,-0.0867925,0.3805739,1,0,0,0,0,0
208,94,18.8,16,85334,1,18261.476,11.3543282,-0.0448431,0.3118779,-0.4570725,-0.8728501,0.0010055,0.0486339,0.1044577,0.3809336,-0.0139856,0.0204966,0.0391413,-0.1425508,-0.2722226,0.3989558,0,1,0,0,0,0
208,95,19.7,16,101052,1,30214.548,11.5233905,0.0019186,0.3118779,-0.4570725,-0.3693203,0.0000018,0.0486339,0.1044577,0.0681987,0.0005984,-0.000877,-0.0007086,-0.1425508,-0.1151828,0.1688062,0,0,1,0,0,0
208,96,22.5,16,130300,1,45214.1,11.7775948,0.1348153,0.3118779,-0.4570725,0.0337652,0.0090876,0.0486339,0.1044577,0.00057,0.0420459,-0.0616204,0.0045521,-0.1425508,0.0105306,-0.0154331,0,0,0,1,0,0
208,97,22.9,16,142074,1,47736.864,11.8641033,0.1524369,0.3118779,-0.4570725,0.0880601,0.0116185,0.0486339,0.1044577,0.0038773,0.0475417,-0.0696747,0.0134236,-0.1425508,0.027464,-0.0402499,0,0,0,0,1,0
208,98,22.8,18,144548,1,60276.516,11.8813669,0.1480605,0.4296609,-0.4570725,0.3212988,0.010961,0.0923042,0.1044577,0.0516165,0.0636158,-0.0676744,0.0475717,-0.1963862,0.1380495,-0.1468568,0,0,0,0,0,1
209,94,12.2,14,42466,1.5,24757.678,10.656459,-0.477264,0.1783465,-0.0516068,-0.5685081,0.1138905,0.0159037,0.0013316,0.1616008,-0.0851184,0.0246301,0.2713285,-0.0092039,-0.1013914,0.0293389,0,1,0,0,0,0
209,93,12.9,14,46336,1.5,18997.76,10.7436745,-0.4214727,0.1783465,-0.0516074,-0.8333227,0.0888196,0.0159037,0.0013317,0.3472134,-0.0751682,0.0217511,0.3512228,-0.009204,-0.1486202,0.0430056,1,0,0,0,0,0
209,97,14.8,14,55008,1.5,25248.672,10.9152339,-0.2840728,0.1783465,-0.0516069,-0.5488702,0.0403487,0.0159037,0.0013316,0.1506293,-0.0506634,0.0146601,0.1559191,-0.0092039,-0.0978891,0.0283255,0,0,0,0,1,0
209,95,12.5,13.5,58866,1.5,32199.702,10.983019,-0.4529714,0.1419788,-0.0516097,-0.3056866,0.1025915,0.010079,0.0013318,0.0467222,-0.0643123,0.0233777,0.1384673,-0.0073275,-0.043401,0.0157764,0,0,1,0,0,0
209,96,13.9,13.5,59200,1.5,48603.2,10.9886768,-0.3468112,0.1419788,-0.0516088,0.1060456,0.060139,0.010079,0.0013317,0.0056228,-0.0492398,0.0178985,-0.0367778,-0.0073274,0.0150562,-0.0054729,0,0,0,1,0,0
209,98,14.6,14,60087,1.5,23674.278,11.0035488,-0.2976785,0.1783465,-0.0516074,-0.6132547,0.0443062,0.0159037,0.0013317,0.1880406,-0.0530899,0.0153624,0.1825527,-0.009204,-0.1093718,0.0316485,0,0,0,0,0,1
210,94,19.2,16.5,74198,1.5,20404.45,11.2144925,-0.0237897,0.3426495,-0.0516074,-0.7618908,0.000283,0.0587043,0.0013317,0.2902388,-0.0081515,0.0012277,0.0181252,-0.0176833,-0.2610615,0.0393192,0,1,0,0,0,0
210,93,16.9,16.5,75900,1.5,20948.4,11.237172,-0.1513864,0.3426495,-0.0516077,-0.7355815,0.0114589,0.0587043,0.0013317,0.2705401,-0.0518725,0.0078127,0.111357,-0.0176834,-0.2520467,0.0379617,1,0,0,0,0,0
210,95,18.5,16.5,87072,1.5,26382.816,11.3744906,-0.0609293,0.3426495,-0.0516078,-0.5049309,0.0018562,0.0587043,0.0013317,0.1274776,-0.0208774,0.0031444,0.0307651,-0.0176834,-0.1730143,0.0260584,0,0,1,0,0,0
210,96,19.1,16.5,102865,1.5,33842.585,11.5411727,-0.0290117,0.3426495,-0.0516074,-0.2559239,0.0004208,0.0587043,0.0013317,0.0327485,-0.0099408,0.0014972,0.0074248,-0.0176833,-0.0876922,0.0132076,0,0,0,1,0,0
210,98,17,16.5,119312,1.5,53093.84,11.6894972,-0.1454867,0.3426495,-0.0516072,0.1944171,0.0105832,0.0587043,0.0013317,0.018899,-0.0498509,0.0075082,-0.0282851,-0.0176832,0.0666169,-0.0100333,0,0,0,0,0,1
210,97,18.8,16.5,131787,1.5,47706.894,11.7889423,-0.0448431,0.3426495,-0.0516074,0.0874321,0.0010055,0.0587043,0.0013317,0.0038222,-0.0153655,0.0023142,-0.0039207,-0.0176833,0.0299586,-0.0045121,0,0,0,0,1,0
211,93,16.7,15,66295,2,38716.28,11.1018698,-0.1632913,0.2473393,0.2360746,-0.1213836,0.013332,0.0305884,0.0278656,0.007367,-0.0403884,-0.0385489,0.0198209,0.0583905,-0.0300229,-0.0286556,1,0,0,0,0,0
211,94,18.5,16.3,74975,2,35913.025,11.22491,-0.0609293,0.3304542,0.2360751,-0.1965438,0.0018562,0.0546,0.0278657,0.0193147,-0.0201343,-0.0143839,0.0119753,0.078012,-0.0649487,-0.0463991,0,1,0,0,0,0
211,95,20.7,17,87074,2,42927.482,11.3745136,0.0514337,0.3725025,0.2360746,-0.0181316,0.0013227,0.069379,0.0278656,0.0001644,0.0191592,0.0121422,-0.0009326,0.0879384,-0.0067541,-0.0042804,0,0,1,0,0,0
211,96,23,17,101281,2,44968.764,11.5256541,0.1567942,0.3725025,0.2360754,0.0283243,0.0122922,0.069379,0.0278658,0.0004011,0.0584062,0.0370153,0.0044411,0.0879387,0.0105509,0.0066867,0,0,0,1,0,0
211,97,27,17,108684,2,37822.032,11.5961999,0.3171369,0.3725025,0.2360746,-0.144752,0.0502879,0.069379,0.0278656,0.0104766,0.1181343,0.074868,-0.0459062,0.0879384,-0.0539205,-0.0341723,0,0,0,0,1,0
211,98,28.2,17,112034,2,42124.784,11.6265577,0.360622,0.3725025,0.2360724,-0.0370075,0.0650241,0.069379,0.0278651,0.0006848,0.1343326,0.0851329,-0.0133457,0.0879376,-0.0137854,-0.0087365,0,0,0,0,0,1
212,94,10.2,8,53670,1,19857.9,10.8906095,-0.6563123,-0.3812693,-0.4570725,-0.7890419,0.2153729,0.0726832,0.1044577,0.3112936,0.2502317,0.2999823,0.5178579,0.1742677,0.3008375,0.3606494,0,1,0,0,0,0
212,93,12.1,8.1,55745,1,19733.73,10.928543,-0.4854945,-0.3688468,-0.4570725,-0.7953144,0.1178525,0.068024,0.1044577,0.3162625,0.1790731,0.2219062,0.3861208,0.1685897,0.2933492,0.3635164,1,0,0,0,0,0
212,95,11.9,8,65618,1,20866.524,11.0916053,-0.5021616,-0.3812693,-0.4570725,-0.7394977,0.1260831,0.0726832,0.1044577,0.2734284,0.1914588,0.2295243,0.3713473,0.1742677,0.2819478,0.3380041,0,0,1,0,0,0
212,96,13.3,8,69046,1,23337.548,11.1425282,-0.390936,-0.3812693,-0.4570725,-0.6275802,0.0764155,0.0726832,0.1044577,0.1969285,0.1490519,0.1786861,0.2453437,0.1742677,0.2392771,0.2868497,0,0,0,1,0,0
212,98,15.1,8,78501,1,37052.472,11.2708666,-0.2640053,-0.3812693,-0.4570725,-0.1653087,0.0348494,0.0726832,0.1044577,0.0136635,0.1006571,0.1206696,0.0436424,0.1742677,0.0630271,0.0755581,0,0,0,0,0,1
212,97,14.7,8,86633,1,34393.301,11.3694361,-0.2908525,-0.3812693,-0.4570725,-0.239782,0.0422976,0.0726832,0.1044577,0.0287477,0.1108931,0.1329407,0.0697412,0.1742677,0.0914215,0.1095978,0,0,0,0,1,0
213,95,11.4,10,35002,1,10150.58,10.4631605,-0.5450866,-0.1581258,-0.4570725,-1.460113,0.1485597,0.0125019,0.1044577,1.0659649,0.0861922,0.2491441,0.7958881,0.072275,0.2308815,0.6673775,0,0,1,0,0,0
213,94,11.4,10,39052,1,9177.22,10.5726494,-0.5450866,-0.1581258,-0.4570725,-1.5609195,0.1485597,0.0125019,0.1044577,1.2182348,0.0861922,0.2491441,0.8508364,0.072275,0.2468216,0.7134534,0,1,0,0,0,0
213,93,11,10,41401,1,7162.373,10.6310603,-0.5808047,-0.1581258,-0.4570725,-1.8088025,0.1686671,0.0125019,0.1044577,1.6358832,0.0918402,0.2654699,1.050561,0.072275,0.2860183,0.8267539,1,0,0,0,0,0
213,96,11.4,10,47608,1,13330.24,10.7707561,-0.5450866,-0.1581258,-0.4570725,-1.1876087,0.1485597,0.0125019,0.1044577,0.7052072,0.0861922,0.2491441,0.6473496,0.072275,0.1877915,0.5428233,0,0,0,1,0,0
213,97,11.5,10,48637,1,16439.306,10.7921398,-0.536353,-0.1581258,-0.4570725,-0.9779686,0.1438373,0.0125019,0.1044577,0.4782113,0.0848112,0.2451522,0.5245364,0.072275,0.154642,0.4470026,0,0,0,0,1,0
213,98,12.3,10,54433,1,16438.766,10.9047259,-0.4691007,-0.1581258,-0.4570725,-0.9780015,0.1100278,0.0125019,0.1044577,0.4782434,0.0741769,0.2144131,0.4587812,0.072275,0.1546472,0.4470176,0,0,0,0,0,1
214,93,17.2,12,82113,1.5,30217.584,11.3158516,-0.1337906,0.0241958,-0.0516074,-0.3692198,0.00895,0.0002927,0.0013317,0.0681616,-0.0032372,0.0069046,0.0493981,-0.0012487,-0.0089336,0.0190545,1,0,0,0,0,0
214,95,18.2,12,90346,1.5,36680.476,11.411402,-0.0772784,0.0241958,-0.0516077,-0.1753992,0.002986,0.0002927,0.0013317,0.0153824,-0.0018698,0.0039882,0.0135546,-0.0012487,-0.0042439,0.009052,0,0,1,0,0,0
214,94,17,12,94612,1.5,31411.184,11.4575396,-0.1454867,0.0241958,-0.0516072,-0.3304798,0.0105832,0.0002927,0.0013317,0.0546084,-0.0035202,0.0075082,0.0480804,-0.0012487,-0.0079962,0.0170552,0,1,0,0,0,0
214,97,24,13,103879,1.5,39474.02,11.550982,0.1993538,0.1042385,-0.0516064,-0.1020011,0.019871,0.0054328,0.0013316,0.0052021,0.0207803,-0.0102879,-0.0203343,-0.0053794,-0.0106324,0.0052639,0,0,0,0,1,0
214,98,23.3,13,104351,1.5,36418.499,11.5555155,0.1697534,0.1042385,-0.051607,-0.1825669,0.0144081,0.0054328,0.0013316,0.0166653,0.0176948,-0.0087605,-0.0309914,-0.0053794,-0.0190305,0.0094217,0,0,0,0,0,1
214,96,25,11.5,113814,1.5,44615.088,11.6423208,0.2401758,-0.0183638,-0.0516077,0.0204283,0.0288422,0.0001686,0.0013317,0.0002087,-0.0044105,-0.0123949,0.0049064,0.0009477,-0.0003751,-0.0010543,0,0,0,1,0,0
215,97,27.2,9,105264,1,36210.816,11.5642268,0.324517,-0.2634863,-0.4570725,-0.1882859,0.0526556,0.0347125,0.1044577,0.0177258,-0.0855058,-0.1483278,-0.061102,0.1204323,0.0496108,0.0860603,0,0,0,0,1,0
215,96,26.3,9.5,108708,1,28481.496,11.5964207,0.2908689,-0.2094191,-0.4570725,-0.4283892,0.0423024,0.0219282,0.1044577,0.0917586,-0.0609135,-0.1329482,-0.1246051,0.0957197,0.0897129,0.1958049,0,0,0,1,0,0
215,94,22.2,25.2,109286,1,40982.25,11.6017236,0.1213923,0.7661331,-0.4570725,-0.0645048,0.007368,0.29348,0.1044577,0.0020804,0.0930027,-0.0554851,-0.0078304,-0.3501784,-0.0494192,0.0294834,0,1,0,0,0,0
215,93,22.8,24.6,114279,1,46625.832,11.6463981,0.1480605,0.7420356,-0.4570725,0.0645109,0.010961,0.2753084,0.1044577,0.0020808,0.1098662,-0.0676744,0.0095515,-0.3391641,0.0478694,-0.0294862,1,0,0,0,0,0
215,98,24.5,9.5,117529,1,44896.078,11.6744404,0.2199731,-0.2094191,-0.4570725,0.0267066,0.0241941,0.0219282,0.1044577,0.0003566,-0.0460666,-0.1005437,0.0058747,0.0957197,-0.0055929,-0.0122069,0,0,0,0,0,1
215,95,23.3,26,122334,1,47220.924,11.7145103,0.1697534,0.7973857,-0.4570725,0.0771933,0.0144081,0.317912,0.1044577,0.0029794,0.1353589,-0.0775896,0.0131038,-0.3644631,0.0615528,-0.0352829,0,0,1,0,0,0
216,96,7.6,8.4,18749,1,11568.133,9.8388957,-0.9505518,-0.3324792,-0.4570725,-1.3293896,0.4517743,0.0552712,0.1044577,0.8836384,0.3160387,0.4344711,1.2636537,0.1519671,0.4419944,0.6076275,0,0,0,1,0,0
216,98,7.4,8.5,19505,1,8172.595,9.8784261,-0.97722,-0.3206447,-0.4570725,-1.6768573,0.4774795,0.0514065,0.1044577,1.4059252,0.3133404,0.4466604,1.6386585,0.1465579,0.5376754,0.7664454,0,0,0,0,0,1
216,93,8,8.4,20530,1,8212,9.9296425,-0.8992585,-0.3324792,-0.4570725,-1.6720473,0.4043329,0.0552712,0.1044577,1.3978711,0.2989847,0.4110263,1.5036027,0.1519671,0.5559209,0.7642469,1,0,0,0,0,0
216,94,7,8.4,22542,1,10414.404,10.0231355,-1.0327898,-0.3324792,-0.4570725,-1.434454,0.5333274,0.0552712,0.1044577,1.0288291,0.3433811,0.4720599,1.4814895,0.1519671,0.4769261,0.6556495,0,1,0,0,0,0
216,95,6.4,8.4,23671,1,12592.972,10.0720059,-1.122402,-0.3324792,-0.4570725,-1.2445049,0.6298931,0.0552712,0.1044577,0.7743963,0.3731753,0.5130191,1.3968348,0.1519671,0.413772,0.568829,0,0,1,0,0,0
216,97,8.4,8.4,25296,1,8980.08,10.1384016,-0.8504683,-0.3324792,-0.4570725,-1.582635,0.3616482,0.0552712,0.1044577,1.2523668,0.282763,0.3887257,1.3459809,0.1519671,0.5261932,0.723379,0,0,0,0,1,0
217,93,30,11.8,125520,1.5,56484,11.7402204,0.4224974,0.0073887,-0.0516074,0.2563136,0.089252,0.0000273,0.0013317,0.0328483,0.0031217,-0.021804,0.1082918,-0.0003813,0.0018938,-0.0132277,1,0,0,0,0,0
217,94,30,11.8,138624,1.5,61826.304,11.8395205,0.4224974,0.0073887,-0.0516072,0.3466851,0.089252,0.0000273,0.0013317,0.0600953,0.0031217,-0.0218039,0.1464735,-0.0003813,0.0025615,-0.0178915,0,1,0,0,0,0
217,95,30.3,11.8,142604,1.5,70588.98,11.8678268,0.4324477,0.0073887,-0.0516073,0.4792302,0.0935055,0.0000273,0.0013317,0.1148308,0.0031952,-0.0223174,0.207242,-0.0003813,0.0035409,-0.0247318,0,0,1,0,0,0
217,96,31.6,11.8,145333,1.5,69323.841,11.8867829,0.4744571,0.0073887,-0.0516074,0.4611451,0.1125548,0.0000273,0.0013317,0.1063274,0.0035056,-0.0244855,0.2187936,-0.0003813,0.0034072,-0.0237985,0,0,0,1,0,0
217,97,29.8,11.8,155077,1.5,73661.575,11.951677,0.4158084,0.0073887,-0.0516074,0.5218375,0.0864483,0.0000273,0.0013317,0.1361572,0.0030723,-0.0214588,0.2169844,-0.0003813,0.0038557,-0.0269307,0,0,0,0,1,0
217,98,30.9,11.8,157722,1.5,93844.59,11.9685893,0.4520562,0.0073887,-0.0516073,0.7639963,0.1021774,0.0000273,0.0013317,0.2918452,0.0033401,-0.0233294,0.3453693,-0.0003813,0.0056449,-0.0394278,0,0,0,0,0,1
218,93,21.5,11,105395,2,45319.85,11.5654705,0.0893529,-0.0628156,0.2360746,0.0361013,0.003992,0.0019729,0.0278656,0.0006517,-0.0056128,0.021094,0.0032258,-0.0148292,-0.0022677,0.0085226,1,0,0,0,0,0
218,94,20.9,11,105887,2,39601.738,11.5701278,0.0610492,-0.0628156,0.2360746,-0.0987708,0.0018635,0.0019729,0.0278656,0.0048778,-0.0038348,0.0144122,-0.0060299,-0.0148292,0.0062043,-0.0233173,0,1,0,0,0,0
218,96,19.8,11,122046,2,52113.642,11.7121533,0.0069819,-0.0628156,0.2360746,0.175783,0.0000244,0.0019729,0.0278656,0.0154498,-0.0004386,0.0016483,0.0012273,-0.0148292,-0.0110419,0.0414979,0,0,0,1,0,0
218,97,19.2,11,124335,2,52345.035,11.7307348,-0.0237897,-0.0628156,0.2360746,0.1802133,0.000283,0.0019729,0.0278656,0.0162384,0.0014944,-0.0056161,-0.0042872,-0.0148292,-0.0113202,0.0425438,0,0,0,0,1,0
218,95,22.1,11,130873,2,50255.232,11.7819827,0.1168776,-0.0628156,0.2360746,0.1394709,0.0068302,0.0019729,0.0278656,0.0097261,-0.0073417,0.0275918,0.016301,-0.0148292,-0.0087609,0.0329255,0,0,1,0,0,0
218,98,20.9,11,132483,2,63326.874,11.7942096,0.0610492,-0.0628156,0.2360752,0.370666,0.0018635,0.0019729,0.0278657,0.0686966,-0.0038348,0.0144122,0.0226288,-0.0148292,-0.0232836,0.087505,0,0,0,0,0,1
219,93,22.4,15,140387,2,50118.159,11.8521582,0.130361,0.2473393,0.2360746,0.1367396,0.008497,0.0305884,0.0278656,0.0093489,0.0322434,0.0307749,0.0178255,0.0583905,0.0338211,0.0322808,1,0,0,0,0,0
219,94,25.3,15,151817,2,52528.682,11.9304311,0.2521044,0.2473393,0.2360743,0.1837155,0.0317783,0.0305884,0.0278655,0.0168757,0.0623553,0.0595154,0.0463155,0.0583905,0.0454401,0.0433705,0,1,0,0,0,0
219,95,29,15,179771,2,61301.911,12.0994391,0.3885958,0.2473393,0.2360744,0.3381672,0.0755034,0.0305884,0.0278656,0.0571785,0.096115,0.0917375,0.1314104,0.0583905,0.0836421,0.0798326,0,0,1,0,0,0
219,96,31.1,15,196560,2,78624,12.188723,0.4585078,0.2473393,0.2360749,0.5870332,0.1051147,0.0305884,0.0278657,0.172304,0.113407,0.1082422,0.2691593,0.0583906,0.1451964,0.1385838,0,0,0,1,0,0
219,97,30.7,15,211073,2,82529.543,12.2599593,0.4455627,0.2473393,0.2360749,0.6355125,0.099263,0.0305884,0.0278657,0.2019381,0.1102052,0.1051862,0.2831606,0.0583906,0.1571872,0.1500285,0,0,0,0,1,0
219,98,31.5,15,215449,2,90057.682,12.2804795,0.4712875,0.2473393,0.2360746,0.7228066,0.111056,0.0305884,0.0278656,0.2612247,0.1165679,0.111259,0.3406497,0.0583905,0.1787785,0.1706363,0,0,0,0,0,1
220,93,16.7,18,78569,1,35120.343,11.2717325,-0.1632913,0.4296609,-0.4570725,-0.2188633,0.013332,0.0923042,0.1044577,0.0239506,-0.0701599,0.074636,0.0357385,-0.1963862,-0.094037,0.1000364,1,0,0,0,0,0
220,94,16.5,18,85506,1,42410.976,11.3563418,-0.1753396,0.4296609,-0.4570725,-0.0302366,0.015372,0.0923042,0.1044577,0.0004571,-0.0753366,0.0801429,0.0053017,-0.1963862,-0.0129915,0.0138203,0,1,0,0,0,0
220,95,15.8,18,87171,1,47333.853,11.375627,-0.2186901,0.4296609,-0.4570725,0.0795819,0.0239127,0.0923042,0.1044577,0.0031666,-0.0939626,0.0999572,-0.0174038,-0.1963862,0.0341932,-0.0363747,0,0,1,0,0,0
220,97,16.1,18,90603,1,38143.863,11.4142426,-0.1998807,0.4296609,-0.4570725,-0.1362789,0.0199762,0.0923042,0.1044577,0.009286,-0.0858809,0.09136,0.0272395,-0.1963862,-0.0585537,0.0622894,0,0,0,0,1,0
220,96,17.1,18,98107,1,50721.319,11.493814,-0.1396215,0.4296609,-0.4570725,0.1487025,0.0097471,0.0923042,0.1044577,0.0110562,-0.0599899,0.0638172,-0.0207621,-0.1963862,0.0638917,-0.0679678,0,0,0,1,0,0
220,98,25.1,18,134235,1,55707.525,11.8073473,0.2441678,0.4296609,-0.4570725,0.2424714,0.029809,0.0923042,0.1044577,0.0293962,0.1049094,-0.1116024,0.0592037,-0.1963862,0.1041805,-0.110827,0,0,0,0,0,1
221,93,19.5,30,119228,2,66529.224,11.6887929,-0.0082855,0.9404865,0.236075,0.4199975,0.0000343,0.4422574,0.0278657,0.088199,-0.0077924,-0.001956,-0.0034799,0.2220254,0.395002,0.0991509,1,0,0,0,0,0
221,94,26.8,30,166569,2,72624.084,12.0231649,0.3097019,0.9404865,0.2360743,0.5076528,0.0479576,0.4422574,0.0278655,0.1288557,0.2912704,0.0731127,0.157221,0.2220247,0.4774406,0.1198438,0,1,0,0,0,0
221,98,34.6,30,183395,2,69506.705,12.1193976,0.5651537,0.9404865,0.2360746,0.4637794,0.1596993,0.4422574,0.0278656,0.1075457,0.5315194,0.1334185,0.2621066,0.222025,0.4361783,0.1094866,0,0,0,0,0,1
221,95,32.3,30,198855,2,103205.745,12.2003312,0.4963672,0.9404865,0.2360744,0.8590807,0.1231902,0.4422574,0.0278656,0.3690098,0.4668267,0.1171796,0.4264195,0.2220248,0.8079538,0.202807,0,0,1,0,0,0
221,97,40.7,30,226906,2,85997.374,12.3322911,0.7275281,0.9404865,0.2360744,0.676673,0.2646486,0.4422574,0.0278656,0.2289431,0.6842304,0.1717508,0.4922986,0.2220248,0.6364018,0.1597452,0,0,0,0,1,0
221,96,40.8,30,251637,2,122043.945,12.4357429,0.7299821,0.9404865,0.2360746,1.0267374,0.2664369,0.4422574,0.0278656,0.5270948,0.6865383,0.1723303,0.7494999,0.222025,0.9656327,0.2423867,0,0,0,1,0,0
222,95,4.8,7.6,24760,1,7650.84,10.1169847,-1.4100841,-0.4325626,-0.4570725,-1.7428284,0.9941686,0.0935552,0.1044577,1.5187253,0.6099497,0.6445107,2.4575345,0.1977125,0.7538824,0.796599,0,0,1,0,0,0
222,93,5.2,7.6,27515,1,9134.98,10.2224866,-1.3300414,-0.4325626,-0.4570725,-1.5655328,0.884505,0.0935552,0.1044577,1.2254465,0.5753262,0.6079254,2.0822234,0.1977125,0.677191,0.7155621,1,0,0,0,0,0
222,94,5.9,7.6,30384,1,10907.856,10.3216714,-1.2037476,-0.4325626,-0.4570725,-1.3881605,0.7245042,0.0935552,0.1044577,0.9634948,0.5206962,0.5502,1.670995,0.1977125,0.6004664,0.6344901,0,1,0,0,0,0
222,96,6.5,7.6,31571,1,8682.025,10.3599943,-1.1068978,-0.4325626,-0.4570725,-1.616389,0.6126114,0.0935552,0.1044577,1.3063567,0.4788026,0.5059326,1.7891775,0.1977125,0.6991895,0.738807,0,0,0,1,0,0
222,97,9,7.6,47126,1,10226.342,10.7605801,-0.7814754,-0.4325626,-0.4570725,-1.4526769,0.3053519,0.0935552,0.1044577,1.055135,0.3380371,0.357191,1.1352313,0.1977125,0.6283737,0.6639787,0,0,0,0,1,0
