,Company_name,Company_ID,Big3Share,Position,Revenue,Assets,Employees,MarketCap,Exchange,TypeEnt,logMarketCap,logRevenue,logEmployees,logAssets
3138,RIGNET INC,US760677208,8.4,4,271260.0,258116.0,546.0,223430.0,NASDAQ National Market,Industrial company,5.349141485519633,5.433385757417938,2.7371926427047373,5.411814926265445
3142,CONCHO RESOURCES INC.,US760818600,14.93,2,1803573.0,12641876.0,1121.0,16074178.0,New York Stock Exchange (NYSE),Industrial company,7.206128773248401,6.25613372517147,3.049605612594973,7.101811526161032
3144,CAMDEN PROPERTY TRUST,US766088377,29.6,1,892928.0,6037612.0,1750.0,7414852.0,New York Stock Exchange (NYSE),Industrial company,6.87010248695917,5.950816441572379,3.2430380486862944,6.7808652001621885
3145,ADOBE SYSTEMS INC,US770019522,15.4,1,4795511.0,11726472.0,13893.0,50090984.0,NASDAQ National Market,Industrial company,7.699759563164314,6.680834891518344,4.142796035713555,7.069167370905401
3146,"EBIX, INC.",US770021975,15.22,1,265482.0,675989.0,2707.0,1505988.0,NASDAQ National Market,Industrial company,6.177821511337095,5.424035080725663,3.4324882557705063,5.829939628962095
3147,CIRRUS LOGIC INC,US770024818,22.78,1,916568.0,1148778.0,1104.0,2224079.0,NASDAQ National Market,Industrial company,6.347150209463403,5.962164690715862,3.0429690733931802,6.060236109897799
3148,INTUIT INC,US770034661,17.38,1,4192000.0,4968000.0,7700.0,27605950.0,NASDAQ National Market,Industrial company,7.44100269705336,6.62242127397567,3.886490725172482,6.696181587168524
3150,CISCO SYSTEMS INC,US770059951,16.84,1,49161000.0,113481000.0,71833.0,145459271.0,NASDAQ National Market,Industrial company,8.162741406681926,7.691620708430544,4.856324004484793,8.054923154164424
3151,SJW CORP,US770066628,9.9,1,305082.0,1340963.0,399.0,702647.0,New York Stock Exchange (NYSE),Industrial company,5.846737196349774,5.484416584793236,2.6009728956867484,6.127416794915345
3152,QAD INC,US770105228,4.300000000000002,5,277852.0,286413.0,1680.0,51043.0,NASDAQ National Market,Industrial company,4.707936191676216,5.443813527217629,3.225309281725863,5.456992726275949
3153,SYNAPTICS INCORPORATED,US770118518,20.520000000000003,1,1703000.0,1519400.0,1789.0,2553989.0,NASDAQ National Market,Industrial company,6.407219022430298,6.231214647962601,3.252610340567373,6.181672122068266
3155,IXYS CORP,US770140882,10.24,2,338767.0,373855.0,958.0,346649.0,NASDAQ National Market,Industrial company,5.539889951700207,5.5299010981878265,2.9813655090785445,5.572703193349392
3156,"8X8, INC.",US770142404,19.15,1,162413.0,295624.0,565.0,1111015.0,NASDAQ National Market,Industrial company,6.045719922463147,5.210620788466145,2.7520484478194387,5.470739689007159
3157,CADENCE DESIGN SYSTEMS INC,US770148231,16.14,1,1702091.0,2351015.0,6700.0,7536593.0,NASDAQ National Market,Industrial company,6.877175062621293,6.230982775338094,3.8260748027008264,6.371255400029425
3158,NATUS MEDICAL INC,US770154833,19.73,1,375865.0,479496.0,1067.0,1082883.0,NASDAQ National Market,Industrial company,6.034581535850346,5.575031886728551,3.0281644194244697,5.68078498859704
3163,XILINX INC,US770188631,20.86,1,2377344.0,4898065.0,3451.0,12016558.0,NASDAQ National Market,Industrial company,7.079780086994835,6.376092028380436,3.5379449592914867,6.690024544152112
3164,SANDISK CORP,US770191793,0.0,101,5564872.0,9230761.0,8790.0,15459609.0,NASDAQ National Market,Industrial company,7.189198505669642,6.74545517939256,3.9439888750737717,6.965237506494702
3165,HESKA CORP,US770192527,10.1,1,104597.0,109719.0,310.0,245301.0,NASDAQ National Market,Industrial company,5.389699318665402,5.019519228487949,2.4913616938342726,5.040281840707364
3168,HARMONIC INC,US770201147,21.71,1,377027.0,524957.0,989.0,222691.0,NASDAQ National Market,Industrial company,5.347702665487924,5.576372452410399,2.9951962915971793,5.720123731163032
3171,MATTSON TECHNOLOGY INC,US770208119,0.0,101,172532.0,123313.0,299.0,272364.0,NASDAQ National Market,Industrial company,5.435149703701236,5.236869656710997,2.4756711883244296,5.091008863543459
3173,CALPINE CORP,US770212977,15.3,1,6472000.0,18833000.0,2209.0,5292049.0,New York Stock Exchange (NYSE),Industrial company,6.72362385674205,6.811038508604216,3.344195715871435,7.274919506403754
3176,EXPONENT INC,US770218904,18.68,1,312832.0,387507.0,999.0,1373267.0,NASDAQ National Market,Industrial company,6.137754983961734,5.495311171218385,2.9995654882259823,5.588279552091142
3177,SANMINA CORPORATION,US770228183,19.81,1,6374541.0,3493264.0,43854.0,1948319.0,NASDAQ National Market,Industrial company,6.289660065785654,6.804448918777551,4.642009212267617,6.54323140825737
3178,GRANITE CONSTRUCTION INC,US770239383,17.689999999999994,1,2371029.0,1626878.0,1800.0,1662482.0,New York Stock Exchange (NYSE),Industrial company,6.220756951813943,6.374936865856279,3.255272505103306,6.2113549863029425
3179,IROBOT CORPORATION,US770259335,18.63,1,616778.0,521743.0,622.0,1056461.0,NASDAQ National Market,Industrial company,6.023853469398347,5.79012887436683,2.7937903846908188,5.717456631035494
3180,LIMONEIRA COMPANY,US770260692,7.58,2,100311.0,269370.0,333.0,235255.0,NASDAQ National Market,Industrial company,5.37153886248966,5.001348559913318,2.5224442335063197,5.4303492262795166
3182,"NETAPP, INC.",US770307520,20.11,1,6122700.0,9401000.0,12810.0,7316688.0,NASDAQ National Market,Industrial company,6.86431453613667,6.786942980399893,4.107549129744687,6.973174052682972
3183,MAJESCO,US770309142,0.0,105,79282.0,46545.0,1781.0,212147.0,NYSE MKT,Industrial company,5.326636894727863,4.899174597304767,3.2506639194632436,4.667873034639847
3186,"SUPER MICRO COMPUTER, INC.",US770353939,15.23,2,1991155.0,1089809.0,2247.0,1260701.0,NASDAQ National Market,Industrial company,6.1006120973204325,6.299105068678619,3.351603072419129,6.037350390129109
3187,WEST MARINE INC,US770355502,8.18,5,704825.0,391815.0,3796.0,228166.0,NASDAQ National Market,Industrial company,5.3582509288091735,5.848081300014506,3.579326203755255,5.593081058234853
3188,"FIBROGEN, INC.",US770357827,12.85,1,180828.0,470574.0,353.0,1150970.0,NASDAQ National Market,Industrial company,6.061064003904115,5.257265678926837,2.5477747053878224,5.672627928006885
3189,PC TEL INC,US770364943,5.67,6,106615.0,113710.0,491.0,77000.0,NASDAQ National Market,Industrial company,4.886490725172482,5.027818311247215,2.6910814921229687,5.05579865953248
3190,SEQUENOM INC,US770365889,16.41,1,128282.0,116728.0,434.0,122792.0,NASDAQ National Market,Industrial company,5.0891700730833955,5.108165722243251,2.637489729512511,5.067175044450803
3192,HERITAGE OAKS BANCORP,US770388249,5.96,4,62500.0,,375.0,274588.0,NASDAQ National Market,Bank,5.438681553848814,4.795880017344075,2.574031267727719,
3194,YAHOO INC,US770398689,14.19,1,4968301.0,45203966.0,10400.0,35925940.0,NASDAQ National Market,Industrial company,7.555408140243207,6.696207899302001,4.017033339298781,7.655176539597987
3197,BROCADE COMMUNICATIONS SYSTEMS INC,US770409517,14.67,1,2263460.0,4036153.0,4640.0,3445411.0,NASDAQ National Market,Industrial company,6.537241035934612,6.354772824021122,3.6665179805548807,6.605967620844432
3198,INTUITIVE SURGICAL INC,US770416458,15.65,2,2384400.0,4907300.0,3211.0,24231132.0,NASDAQ National Market,Industrial company,7.384373703442907,6.37737911315744,3.5066403055665023,6.690842608696628
3199,"NETGEAR, INC.",US770419172,19.09,1,1300695.0,1050569.0,963.0,1451755.0,NASDAQ National Market,Industrial company,6.161893330464735,6.11417547077679,2.9836262871245345,6.021424581573152
3200,JUNIPER NETWORKS INC,US770422528,18.28,1,4857800.0,8607900.0,9058.0,8842255.0,New York Stock Exchange (NYSE),Industrial company,6.946563035281006,6.6864396305423135,3.9570323163469383,6.934897213050421
3201,EXTREME NETWORKS INC,US770430270,11.47,1,552940.0,428660.0,1351.0,387779.0,NASDAQ National Market,Industrial company,5.588584286354174,5.742678008189629,3.130655349022031,5.63211295962501
3202,EBAY INC,US770430924,15.04,1,8592000.0,17785000.0,11600.0,27987308.0,NASDAQ National Market,Industrial company,7.446961127227496,6.93409426835548,4.064457989226918,7.250053869521799
3204,CALLIDUS SOFTWARE INC.,US770438629,11.11,1,173087.0,241642.0,901.0,1037168.0,NASDAQ National Market,Industrial company,6.015849108909299,5.238264450658298,2.954724790979063,5.383172421600424
3205,CEPHEID,US770441625,15.66,1,538576.0,815411.0,1700.0,2059018.0,NASDAQ National Market,Industrial company,6.3136601432506225,5.731246996495101,3.230448921378274,5.911376565844465
3206,"SHORETEL, INC.",US770443568,11.61,1,360689.0,326456.0,1063.0,431045.0,NASDAQ National Market,Industrial company,5.63452261176518,5.557132897760153,3.0265332645232967,5.513824654998823
3207,"IDENTIV, INC.",US770444317,2.71,6,60794.0,53896.0,305.0,23536.0,NASDAQ National Market,Industrial company,4.371732655383455,4.783860719149809,2.484299839346786,4.731556534344622
3209,CALIFORNIA WATER SERVICE GROUP,US770448994,16.96,1,588368.0,2241253.0,1155.0,1395078.0,New York Stock Exchange (NYSE),Industrial company,6.14459849006308,5.7696490444067186,3.062581984228163,6.350490883889848
3210,STAMPS.COM INC.,US770454966,15.26,1,213957.0,528614.0,600.0,1583648.0,NASDAQ National Market,Industrial company,6.199658656643698,5.330326499801687,2.7781512503836434,5.723138660956554
3211,TIVO INC,US770463167,14.84,1,489612.0,1093877.0,724.0,980597.0,NASDAQ National Market,Industrial company,5.991490560248688,5.6898520534796555,2.859738566197147,6.038968490896458
3212,EGAIN CORPORATION,US770466366,1.82,15,75913.0,49731.0,562.0,86962.0,NASDAQ National Market,Industrial company,4.939329519336927,4.88031615461507,2.749736315569061,4.696627192192519
3213,"MONOLITHIC POWER SYSTEMS, INC.",US770466789,17.73,1,333067.0,431285.0,1260.0,2760745.0,NASDAQ National Market,Industrial company,6.441026294286026,5.522531605288394,3.100370545117563,5.634764353739477
3214,"NETFLIX, INC.",US770467272,15.24,1,6779511.0,10202871.0,3700.0,44243268.0,NASDAQ National Market,Industrial company,7.645847198358773,6.831198369728347,3.568201724066995,7.008722395684793
3215,"DTS, INC.",US770467655,19.47,2,138209.0,407940.0,484.0,445440.0,NASDAQ National Market,Industrial company,5.6487892135944495,5.140536324681241,2.6848453616444123,5.610596291557755
3216,HERITAGE COMMERCE CORP,US770469558,12.3,2,85412.0,2361579.0,260.0,343264.0,NASDAQ National Market,Bank,5.535628258942314,4.931518891387684,2.4149733479708178,6.373202478259195
3217,QUOTIENT TECHNOLOGY INC.,US770485123,10.21,2,237309.0,321071.0,618.0,863230.0,New York Stock Exchange (NYSE),Industrial company,5.9361265250576825,5.375314209250706,2.790988475088816,5.506601080687198
3220,"CUTERA, INC.",US770492262,8.42,2,94761.0,77518.0,262.0,138276.0,NASDAQ National Market,Industrial company,5.140746807932463,4.976629635125763,2.4183012913197452,4.889402559190171
3221,QUINSTREET INC,US770512121,18.23,1,282140.0,205153.0,638.0,166228.0,NASDAQ National Market,Industrial company,5.220704179624263,5.45046466200715,2.8048206787211623,5.312077872138513
3222,FLUIDIGM CORPORATION,US770513190,11.27,2,114712.0,370050.0,584.0,274234.0,NASDAQ National Market,Industrial company,5.438121298363739,5.059608851738971,2.7664128471123997,5.5682604085454175
3223,AGILENT TECHNOLOGIES INC,US770518772,16.729999999999997,1,4038000.0,7479000.0,11800.0,15018425.0,New York Stock Exchange (NYSE),Industrial company,7.176624390079973,6.606166314607621,4.071882007306125,6.873843533223436
3224,"TELENAV, INC.",US770521800,6.22,4,160239.0,223922.0,579.0,201268.0,NASDAQ National Market,Industrial company,5.3037747310329575,5.204768226001963,2.762678563727436,5.350096764455448
3226,"MODEL N, INC.",US770528806,6.58,5,93768.0,121970.0,721.0,342321.0,New York Stock Exchange (NYSE),Industrial company,5.53443354215386,4.97205465293639,2.857935264719429,5.086253023817161
3227,"QUALYS, INC.",US770534145,7.510000000000002,2,164284.0,323514.0,510.0,1076239.0,NASDAQ National Market,Industrial company,6.031908725656867,5.215595268547204,2.7075701760979363,5.509893079413334
3228,CENTRAL VALLEY COMMUNITY BANCORP,US770539125,0.29,20,50254.0,1276736.0,273.0,154171.0,NASDAQ National Market,Bank,5.188002689380079,4.701170635421678,2.436162647040756,6.106101104314081
3230,"GENOMIC HEALTH, INC.",US770552594,12.09,2,287458.0,184617.0,802.0,878203.0,NASDAQ National Market,Industrial company,5.9435949163498085,5.4585743996318765,2.9041743682841634,5.266271689464861
3231,"ALLIANCE FIBER OPTIC PRODUCTS, INC.",US770554122,9.48,2,81189.0,80633.0,1576.0,292562.0,NASDAQ National Market,Industrial company,5.466217916245748,4.909497192259505,3.1975562131535367,4.90651281829133
3232,"CEVA, INC.",US770556376,20.090000000000003,1,59499.0,212649.0,259.0,562105.0,NASDAQ National Market,Industrial company,5.749817448418274,4.77450966660029,2.413299764081252,5.327663344748123
3233,INPHI CORPORATION,US770557980,13.19,1,246616.0,505046.0,472.0,1256266.0,New York Stock Exchange (NYSE),Industrial company,6.099081606042144,5.392021249414197,2.673941998634088,5.703330935814413
3234,"CAVIUM, INC.",US770558625,14.35,1,412744.0,433993.0,1005.0,2792795.0,NASDAQ National Market,Industrial company,6.446039058280215,5.615680768704471,3.002166061756508,5.637482724706312
3235,FORTINET INC,US770560389,15.05,1,1009268.0,1790510.0,4018.0,5831672.0,NASDAQ National Market,Industrial company,6.765793089281803,6.004006503666662,3.6040099324122306,6.2529767508897764
3236,INFINERA CORP.,US770560433,14.59,2,886714.0,1224181.0,2056.0,1867350.0,NASDAQ National Market,Industrial company,6.271225725995518,5.947783565434117,3.313023110323238,6.087845634712923
3238,UNITED ONLINE INC,US770575839,11.76,1,151118.0,198210.0,384.0,163922.0,NASDAQ National Market,Industrial company,5.214637244219792,5.17931619719864,2.584331224367531,5.29712556152798
3239,"ALNYLAM PHARMACEUTICALS, INC.",US770602661,13.0,2,41097.0,1386510.0,369.0,5781325.0,NASDAQ National Market,Industrial company,6.762027384137139,4.61381012039192,2.56702636615906,6.1419230062104235
3240,BLUELINX HOLDINGS INC.,US770627356,1.76,7,1916585.0,513142.0,1600.0,62576.0,New York Stock Exchange (NYSE),Industrial company,4.7964077986080556,6.282528084854323,3.204119982655925,5.7102375625441875
3241,"GOPRO, INC.",US770629474,6.56,3,1619971.0,1102976.0,1539.0,1039131.0,NASDAQ National Market,Industrial company,6.016670301157605,6.209507240065652,3.187238619831479,6.042566062593441
3242,HECLA MINING CO,US770664171,15.01,1,443567.0,2221925.0,1404.0,1501489.0,New York Stock Exchange (NYSE),Industrial company,6.176522154878789,5.646959228525348,3.1473671077937864,6.346729395452795
3244,"WESTMORELAND RESOURCE PARTNERS, LP",US770695453,0.0,104,384700.0,425290.0,658.0,26317.0,New York Stock Exchange (NYSE),Industrial company,4.420236380469888,5.5851221863068155,2.8182258936139557,5.628685171108387
3248,"EVERYDAY HEALTH, INC.",US800036062,5.550000000000002,5,231991.0,369598.0,700.0,218731.0,New York Stock Exchange (NYSE),Industrial company,5.339910338478205,5.365471136933341,2.845098040014257,5.567729612463346
3249,STERLING BANCORP INC,US800091851,18.44,1,374858.0,11958682.0,1089.0,2136336.0,New York Stock Exchange (NYSE),Bank,6.329669558969832,5.573866783739637,3.037027879755775,7.077683317472718
3250,STONEMOR PARTNERS L.P.,US800103159,0.0,130,305640.0,1686125.0,3444.0,828530.0,New York Stock Exchange (NYSE),Industrial company,5.918308238281699,5.48521019101124,3.537063142781617,6.226889767677767
3252,ANTERO RESOURCES CORPORATION,US800162034,8.05,4,3954858.0,14115493.0,480.0,7772985.0,New York Stock Exchange (NYSE),Industrial company,6.890587829621927,6.597130894679827,2.681241237375587,7.149696050987406
3253,BRIGHT HORIZONS FAMILY SOLUTIONS INC.,US800188269,9.29,3,1458445.0,2150541.0,26000.0,3885078.0,New York Stock Exchange (NYSE),Industrial company,6.589399742475295,6.16389005591446,4.414973347970818,6.332547726780378
3254,MEAD JOHNSON NUTRITION COMPANY,US800318351,17.740000000000006,1,4071300.0,3998100.0,7660.0,15534172.0,New York Stock Exchange (NYSE),Industrial company,7.191288109511533,6.609733105215117,3.884228769632604,6.601853652439692
3255,"SQUARE, INC.",US800429876,0.59,11,1267118.0,894772.0,1449.0,495617.0,New York Stock Exchange (NYSE),Industrial company,5.695146194555458,6.10281706031566,3.1610683854711747,5.951712385308638
3256,WILLIAMS PARTNERS L.P.,US800534394,0.0,138,7331000.0,47870000.0,6578.0,18829746.0,New York Stock Exchange (NYSE),Industrial company,7.274844461729761,6.865163219506086,3.8180938691466357,7.680063427481948
3257,BWX TECHNOLOGIES INC.,US800558025,13.01,1,1415529.0,1375398.0,5300.0,3644885.0,New York Stock Exchange (NYSE),Industrial company,6.561683830417148,6.150918771200918,3.724275869600789,6.138428388488194
3258,WALKER & DUNLOP INC,US800629925,21.06,1,350000.0,,375.0,750425.0,New York Stock Exchange (NYSE),Bank,5.875307293896051,5.544068044350276,2.574031267727719,
3259,NORTHROP GRUMMAN CORPORATION,US800640649,24.3,1,23526000.0,24424000.0,65000.0,18268237.0,New York Stock Exchange (NYSE),Industrial company,7.261696637220301,7.371548092683851,4.812913356642856,7.387816791290605
3260,SI FINANCIAL GROUP INC,US800643149,3.14,9,49008.0,1481834.0,253.0,171090.0,NASDAQ National Market,Bank,5.233224626304768,4.690266979462497,2.403120521175818,6.1707995552479735
3261,LUMOS NETWORKS CORP.,US800697274,22.51,1,204269.0,745372.0,593.0,303848.0,NASDAQ National Market,Industrial company,5.482656382062889,5.310202462812212,2.7730546933642626,5.872373074393282
3262,"TRIPADVISOR, INC.",US800743202,17.04,2,1492000.0,2128000.0,3008.0,8947243.0,NASDAQ National Market,Industrial company,6.951689232596009,6.17376882313665,3.4782778319196046,6.327971623623011
3264,NORTHERN TIER ENERGY LP,US800763623,0.0,136,3405000.0,1137300.0,2961.0,1225252.0,New York Stock Exchange (NYSE),Industrial company,6.088225420091629,6.532117116248804,3.471438407389299,6.055875039146097
3266,MILACRON HOLDINGS CORP,US800798640,2.8200000000000003,7,1179500.0,1696300.0,5551.0,1098423.0,New York Stock Exchange (NYSE),Industrial company,6.040769618063827,6.071697945221614,3.7443712273318606,6.229502662085074
3267,"SEARS HOMETOWN AND OUTLET STORES, INC.",US800808358,0.0,103,2287788.0,633833.0,4053.0,141993.0,NASDAQ National Market,Industrial company,5.152266934972444,6.359415777683955,3.607776603741693,5.801974846632148
3268,"SHUTTERSTOCK, INC.",US800812659,7.39,5,425149.0,469121.0,627.0,1465047.0,New York Stock Exchange (NYSE),Industrial company,6.1658515574636645,5.628541161902531,2.7972675408307164,5.671284874388187
3270,"OLLIE'S BARGAIN OUTLET HOLDINGS, INC.",US800848819,2.03,7,762370.0,945325.0,5000.0,1536054.0,NASDAQ National Market,Industrial company,6.186406483592493,5.882165798056815,3.6989700043360187,5.975581143367564
3271,"SMART & FINAL STORES, INC.",US800862253,5.8900000000000015,3,3970980.0,1817081.0,10956.0,1157186.0,New York Stock Exchange (NYSE),Industrial company,6.063403170776562,6.598897699727819,4.039652023581924,6.259374287279945
3272,"NORTHFIELD BANCORP, INC.",US800882592,18.09,1,90337.0,3202482.0,290.0,753964.0,NASDAQ National Market,Bank,5.8773506098291906,4.9558656639862875,2.462397997898956,6.505486697410434
3273,"PENNYMAC FINANCIAL SERVICES, INC.",US800882793,0.0,100,781440.0,3505294.0,2509.0,305137.0,New York Stock Exchange (NYSE),Bank,5.484494872085403,5.89289563792877,3.3995006613146104,6.544724449470427
3274,"HEMISPHERE MEDIA GROUP, INC.",US800885255,1.6,8,129790.0,551150.0,300.0,160233.0,NASDAQ National Market,Industrial company,5.204751963945424,5.113241232432599,2.4771212547196626,5.741269811749644
3275,"BURLINGTON STORES, INC.",US800895227,16.490000000000002,1,5129843.0,2580147.0,37500.0,4361596.0,New York Stock Exchange (NYSE),Industrial company,6.639645435865254,6.71010407363481,4.574031267727719,6.411644449943918
3280,"PAYCOM SOFTWARE, INC.",US800957485,8.51,4,224653.0,876655.0,1461.0,2447396.0,New York Stock Exchange (NYSE),Industrial company,6.3887042458946794,5.351512222505035,3.1646502159342966,5.942828714147278
3282,"FIRST INTERSTATE BANCSYSTEM, INC",US810331430,4.48,9,386767.0,8728196.0,1742.0,612998.0,NASDAQ National Market,Bank,5.787459057568364,5.587449411819196,3.241048150671644,6.940924490188294
3283,SCIENTIFIC GAMES CORP,US810422894,11.35,3,2758800.0,7732200.0,8500.0,825580.0,NASDAQ National Market,Industrial company,5.916759163456045,6.440720217316904,3.929418925714293,6.888303078901915
3284,STILLWATER MINING CO,US810480654,19.81,1,726330.0,1282210.0,1439.0,1182887.0,New York Stock Exchange (NYSE),Industrial company,6.07294325889637,5.861133982431236,3.158060793936605,6.107959159638559
3285,"GLACIER BANCORP, INC",US810519541,20.020000000000003,1,385474.0,9089232.0,2245.0,2080159.0,NASDAQ National Market,Bank,6.318096532166357,5.58599509046135,3.351216345339342,6.958527188804701
3287,"H&E EQUIPMENT SERVICES, INC.",US810553291,12.2,1,1039831.0,1299511.0,2045.0,682320.0,NASDAQ National Market,Industrial company,5.833988101402048,6.016962760710806,3.3106933123433606,6.113779960034862
3290,"SERVICESOURCE INTERNATIONAL, INC.",US810578975,7.549999999999999,4,252203.0,317564.0,2745.0,317600.0,NASDAQ National Market,Industrial company,5.501880493755059,5.401750248278683,3.4385423487861106,5.501831263630665
3291,"COEUR MINING, INC.",US820109423,14.75,1,646086.0,1332489.0,2005.0,1115001.0,New York Stock Exchange (NYSE),Industrial company,6.047275256885782,5.810290330440229,3.302114376956201,6.124663632513605
3293,IDACORP INC,US820505802,24.6,1,1270289.0,6023314.0,2023.0,3674780.0,New York Stock Exchange (NYSE),Industrial company,6.565231344060765,6.103902537355045,3.3059958827708047,6.779835503866705
3295,TD AMERITRADE HOLDING CORP,US820543156,5.08,4,3000000.0,,7500.0,17172675.0,NASDAQ National Market,Bank,7.234837950795863,6.477121254719663,3.8750612633917,
3297,"EXLSERVICE HOLDINGS, INC.",US820572194,18.44,1,628492.0,650783.0,24100.0,1732880.0,NASDAQ National Market,Industrial company,6.23876848934851,5.7982997539742955,4.382017042574868,5.813436199608057
3301,"PROFESSIONAL DIVERSITY NETWORK, INC.",US830374250,0.0,108,38614.0,41428.0,355.0,7306.0,NASDAQ National Market,Industrial company,3.863679667875898,4.586744792246891,2.550228353055094,4.617293967574671
3302,"BARRACUDA NETWORKS, INC.",US830380411,4.52,11,320158.0,419804.0,1491.0,894925.0,New York Stock Exchange (NYSE),Industrial company,5.951786640398626,5.5053643582996425,3.1734776434529945,5.6230465723351175
3303,MAGNACHIP SEMICONDUCTOR CORPORATION,US830406195,0.45,32,633712.0,477881.0,3220.0,187721.0,New York Stock Exchange (NYSE),Industrial company,5.273512859056998,5.801891931023676,3.507855871695831,5.679319763813971
3306,MOLSON COORS BREWING COMPANY,US840178360,13.3,3,3567500.0,12276300.0,15100.0,19419351.0,New York Stock Exchange (NYSE),Industrial company,7.288234711574634,6.5523639817866846,4.17897694729317,7.089067492887238
3310,DYNAMIC MATERIALS CORP,US840608431,5.54,7,166918.0,182866.0,424.0,150041.0,NASDAQ National Market,Industrial company,5.176209949993712,5.222503172384223,2.6273658565927325,5.262132965263127
3311,"M.D.C. HOLDINGS, INC.",US840622967,19.67,1,1909036.0,2415899.0,1225.0,1143376.0,New York Stock Exchange (NYSE),Industrial company,6.058189071928492,6.28081411825953,3.0881360887005513,6.383078774046962
3317,MCEWEN MINING INC.,US840796160,3.33,4,72956.0,475085.0,282.0,612269.0,New York Stock Exchange (NYSE),Industrial company,5.786942271080742,4.863061014663159,2.450249108319361,5.6767713185268285
3320,COBIZ FINANCIAL INC,US840826324,10.11,1,143334.0,3351767.0,532.0,525410.0,NASDAQ National Market,Bank,5.7204983343493465,5.1563492208295605,2.7259116322950483,6.525273820778238
3322,ADVANCED ENERGY INDUSTRIES INC,US840846841,19.31,1,414811.0,462688.0,1382.0,1498113.0,NASDAQ National Market,Industrial company,6.175544572659561,5.617850264534647,3.1405080430381798,5.665288236043308
3323,MESA LABORATORIES INC,US840872291,7.5,4,71330.0,117320.0,276.0,368129.0,NASDAQ National Market,Industrial company,5.566000031094816,4.853272224020683,2.4409090820652177,5.069372054308515
3324,ROCKY MOUNTAIN CHOCOLATE FACTORY INC,US840910696,3.59,4,41508.0,34138.0,300.0,58531.0,NASDAQ National Market,Industrial company,4.767385944082948,4.618131808061986,2.4771212547196626,4.533238074060297
3325,AIR METHODS CORP,US840915893,18.55,1,1085686.0,1556675.0,4798.0,1305659.0,NASDAQ National Market,Industrial company,6.115829766712705,6.035704237605012,3.6810602436318116,6.192197950757153
3329,SPECTRANETICS CORP,US840997049,10.98,1,245956.0,467999.0,892.0,788568.0,NASDAQ National Market,Industrial company,5.896839149473959,5.390857421467856,2.950364854376123,5.670244925093471
3332,HALLADOR ENERGY COMPANY,US841014610,2.0,10,340120.0,540378.0,740.0,122269.0,NASDAQ National Market,Industrial company,5.08731636026187,5.531632170404512,2.8692317197309762,5.732697659607781
3334,"PAR PACIFIC HOLDINGS, INC.",US841060803,4.5699999999999985,3,2066337.0,892261.0,744.0,641663.0,NYSE MKT,Industrial company,5.807306997435012,6.315201152277993,2.8715729355458786,5.950491910743533
3337,GAIAM INC,US841113527,4.01,6,188018.0,128542.0,296.0,144713.0,NASDAQ National Market,Industrial company,5.160507546838915,5.274199428659774,2.4712917110589387,5.1090450528655476
3338,GOOD TIMES RESTAURANTS INC,US841133368,1.87,11,44057.0,48228.0,1431.0,39498.0,NASDAQ National Market,Industrial company,4.596575105475722,4.644014921144215,3.1556396337597765,4.683299252239659
3339,CHIPOTLE MEXICAN GRILL INC.,US841219301,20.67,1,4501223.0,2725066.0,59330.0,13006601.0,New York Stock Exchange (NYSE),Industrial company,7.114163817713801,6.653330529328261,4.773274348337454,6.43537702517732
3340,"CENVEO, INC.",US841250533,6.0,6,1741779.0,1079915.0,7300.0,67874.0,New York Stock Exchange (NYSE),Industrial company,4.831703444104363,6.240993050115249,3.863322860120456,6.033389573557586
3343,"CENTURY CASINOS, INC.",US841271317,4.89,8,134431.0,187083.0,1638.0,140479.0,NASDAQ National Market,Industrial company,5.147611407047024,5.128499429257317,3.2143138974243994,5.272034325492396
3345,TELETECH HOLDINGS INC,US841291044,7.439999999999999,2,1286755.0,843327.0,44000.0,1316013.0,NASDAQ National Market,Industrial company,6.119260179399805,6.109495864482487,4.643452676486188,5.925996004943847
3348,STARTEK INC,US841370538,2.65,14,282134.0,115674.0,14500.0,66955.0,New York Stock Exchange (NYSE),Industrial company,4.8257830143775715,5.45045542618593,4.161368002234975,5.063235753718862
3351,"CUI GLOBAL, INC.",US841463284,3.1,7,86667.0,90848.0,352.0,123864.0,NASDAQ National Market,Industrial company,5.092945100781558,4.9378537636113355,2.546542663478131,4.958315370845763
3355,HILLTOP HOLDINGS INC,US841477939,11.66,3,1627868.0,11867001.0,5300.0,2007391.0,New York Stock Exchange (NYSE),Bank,6.302631972688593,6.2116191860594485,3.724275869600789,7.074340978961898
3356,SINOENERGY CORPORATION,US841491682,0.0,101,41800.0,180646.0,857.0,29934.0,NASDAQ National Market,Industrial company,4.476164754322825,4.6211762817750355,2.932980821923198,5.2568283495344845
3357,TIME WARNER CABLE INC.,US841496755,15.59,1,23697000.0,49277000.0,56940.0,59662008.0,New York Stock Exchange (NYSE),Industrial company,7.775697865999633,7.374693368545393,4.755417462810937,7.692644259969987
3359,"CARDIOVASCULAR SYSTEMS, INC",US841568247,10.74,2,181544.0,171328.0,597.0,559374.0,NASDAQ National Market,Industrial company,5.747702276266923,5.25898190012332,2.775974331129369,5.23382834517082
3360,"RED ROBIN GOURMET BURGERS, INC.",US841573084,15.52,1,1257592.0,839979.0,28933.0,703914.0,NASDAQ National Market,Industrial company,5.847519602882298,6.099539765999001,4.461393467035359,5.9242684285641145
