Metropolitan areas	Year	CO2_PC	GDP_PC	GREEN_AREA_PC	LABOUR_PRODUCTIVITY	UNEMP_R
Milwaukee	2012		56602.39	1579.55	120645.95	7.47
Milwaukee	2013		56887.45	1573.69	121041.0	7.27
Milwaukee	2014			1567.82		5.96
Madison	2000	27.37		5633.18		2.42
Madison	2001		57593.16	5561.09	94381.8	2.91
Madison	2002		59091.4	5489.91	97824.0	3.55
Madison	2003		60354.17	5419.63	100869.14	3.84
Madison	2004		62563.09	5350.23	104279.61	3.38
Madison	2005	25.1	64006.42	5281.69	106125.14	3.31
Madison	2006		64160.2	5214.03	106635.56	3.38
Madison	2007		65189.5	5147.22	108983.96	3.53
Madison	2008	21.61	63179.24	5081.25	106438.17	3.55
Madison	2009		63980.43	5016.11	110526.13	6.13
Madison	2010		65187.39	4951.79	113562.54	5.89
Madison	2011		65745.9	4888.28	115072.84	5.3
Madison	2012		66338.22	4825.58	116498.73	4.91
Madison	2013		67909.39	4763.67	119327.86	4.76
Madison	2014			4702.53		3.9
Buffalo	2000	19.66		2257.0		4.28
Buffalo	2001		36843.19	2263.8	78777.33	4.86
Buffalo	2002		38520.86	2270.61	81712.04	5.62
Buffalo	2003		39113.16	2277.43	82971.35	5.95
Buffalo	2004		39997.33	2284.28	83901.19	5.8
Buffalo	2005	18.82	39835.97	2291.15	82957.58	5.32
Buffalo	2006		40277.09	2298.04	83783.95	5.11
Buffalo	2007		39890.01	2304.94	83258.91	4.9
Buffalo	2008	17.61	40159.73	2311.87	83280.66	5.91
Buffalo	2009		41361.49	2318.82	88299.33	8.44
Buffalo	2010		41937.14	2325.78	89878.73	8.49
Buffalo	2011		42391.0	2332.77	91039.13	8.02
Buffalo	2012		43133.69	2339.77	92434.0	8.32
Buffalo	2013		43510.36	2346.8	92574.32	7.52
Buffalo	2014			2353.84		6.25
Grand Rapids	2000	11.82		2940.3		3.08
Grand Rapids	2001		52633.22	2926.2	98886.25	4.6
Grand Rapids	2002		54123.85	2912.17	106229.67	6.06
Grand Rapids	2003		54427.48	2898.2	109040.03	7.27
Grand Rapids	2004		54654.83	2884.3	108158.6	6.63
Grand Rapids	2005	10.96	55143.59	2870.46	107044.6	5.73
Grand Rapids	2006		54946.37	2856.7	105628.94	5.58
Grand Rapids	2007		53175.97	2843.0	102797.76	5.79
Grand Rapids	2008	10.28	50149.6	2829.36	99398.08	6.74
Grand Rapids	2009		48658.62	2815.79	105362.06	10.68
Grand Rapids	2010		49789.09	2802.29	109640.1	10.4
Grand Rapids	2011		50488.04	2788.85	108390.73	8.14
Grand Rapids	2012		52832.08	2775.47	109726.5	6.72
Grand Rapids	2013		54847.09	2762.16	111875.41	6.45
Grand Rapids	2014			2748.92		4.88
Albany	2000	12.44		1939.5		3.43
Albany	2001		44644.57	1929.32	87522.62	3.49
Albany	2002		45110.46	1919.18	88438.53	4.15
Albany	2003		46567.72	1909.08	91755.54	4.36
Albany	2004		48034.54	1899.03	93855.96	4.28
Albany	2005	12.69	48050.34	1889.03	93356.92	4.03
Albany	2006		48353.45	1879.06	94406.64	3.97
Albany	2007		47579.4	1869.14	93848.59	4.07
Albany	2008	11.6	47785.86	1859.26	94552.14	4.95
Albany	2009		49616.25	1849.42	101382.36	7.02
Albany	2010		49349.38	1839.63	103301.54	7.39
Albany	2011		48871.63	1829.88	104162.84	7.25
Albany	2012		49578.29	1820.17	105365.98	7.43
Albany	2013		49884.69	1810.5	105618.45	6.44
Albany	2014			1800.88		5.06
Detroit	2000	17.92		518.61		3.71
Detroit	2001		55053.07	521.12	114412.81	5.36
Detroit	2002		55844.49	523.61	119135.36	6.37
Detroit	2003		56829.74	526.08	122751.4	7.19
Detroit	2004		55873.45	528.53	120943.41	7.26
Detroit	2005	17.58	56337.4	530.95	122168.57	7.32
Detroit	2006		54159.61	533.35	117689.07	7.27
Detroit	2007		53781.62	535.73	117937.58	7.54
Detroit	2008	16.89	50432.72	538.08	113346.01	8.69
Detroit	2009		46196.05	540.41	111753.61	15.03
Detroit	2010		48862.76	542.71	118907.32	13.82
Detroit	2011		50331.46	544.99	120951.12	11.53
Detroit	2012		51999.83	547.25	122554.21	10.23
Detroit	2013		52903.35	549.47	121927.25	9.4
Detroit	2014			551.67		8.49
Boston	2000	16.19		89.84		2.51
Boston	2001		73834.21	89.57	140916.38	3.57
Boston	2002		73064.3	89.29	142545.81	5.28
Boston	2003		73952.48	89.02	147262.96	5.72
Boston	2004		75655.86	88.75	151869.96	5.0
Boston	2005	16.45	76473.1	88.47	153236.33	4.54
Boston	2006		77430.55	88.2	153434.16	4.41
Boston	2007		80130.0	87.93	157497.19	4.08
Boston	2008	15.39	79408.01	87.66	155816.62	4.86
Boston	2009		77885.54	87.39	157457.91	7.51
Boston	2010		80446.39	87.12	162803.58	7.5
Boston	2011		81512.09	86.85	163722.47	6.53
Boston	2012		83523.98	86.59	166566.18	6.03
Boston	2013		84731.98	86.32	169020.16	6.32
Boston	2014			86.06		5.12
Chicago	2000	21.37		436.45		4.34
Chicago	2001		55489.49	435.03	112196.9	5.45
Chicago	2002		55371.66	433.56	115231.58	6.73
Chicago	2003		55698.66	432.03	116928.2	6.76
Chicago	2004		56877.17	430.45	118857.03	6.23
Chicago	2005	20.02	57752.24	428.81	120656.43	5.9
Chicago	2006		59039.99	427.11	119917.38	4.53
Chicago	2007		59572.98	425.36	119390.85	4.91
Chicago	2008	18.47	57529.1	423.54	116772.77	6.14
Chicago	2009		55772.15	421.66	120000.54	10.05
Chicago	2010		56441.72	419.72	122686.71	10.42
Chicago	2011		56768.63	417.71	123418.75	9.81
Chicago	2012		58010.41	415.63	124686.35	8.91
Chicago	2013		58288.38	413.49	125588.67	9.06
Chicago	2014			411.29		7.05
Providence	2000	13.61		123.53		4.34
Providence	2001		41826.73	123.48	85505.99	4.77
Providence	2002		43718.69	123.43	88579.73	5.3
Providence	2003		45207.76	123.38	90266.42	5.65
Providence	2004		47228.3	123.33	95547.58	5.45
Providence	2005	13.59	47088.1	123.28	94022.59	5.27
Providence	2006		48271.28	123.23	94381.0	5.25
Providence	2007		46763.88	123.18	91564.38	5.41
Providence	2008	12.78	45358.85	123.13	91568.1	8.02
Providence	2009		45759.57	123.08	96671.03	11.38
Providence	2010		46882.64	123.03	99229.93	12.16
Providence	2011		46567.81	122.98	99667.37	11.59
Providence	2012		47274.58	122.93	100656.24	10.6
Providence	2013		48088.09	122.88	102096.22	9.77
Providence	2014			122.84		7.87
Toledo (US)	2000	22.39		556.16		4.51
Toledo (US)	2001		45757.4	557.8	96331.45	4.98
Toledo (US)	2002		46111.8	559.45	99226.66	6.83
Toledo (US)	2003		46492.82	561.11	100742.08	7.45
Toledo (US)	2004		46700.79	562.77	101157.23	7.31
Toledo (US)	2005	21.14	47008.21	564.43	101048.09	6.72
Toledo (US)	2006		46720.97	566.1	99023.21	6.22
Toledo (US)	2007		45212.77	567.77	97315.75	6.73
Toledo (US)	2008	19.9	43204.96	569.45	94777.65	8.2
Toledo (US)	2009		45162.57	571.14	102730.32	12.14
Toledo (US)	2010		46535.31	572.82	107867.62	11.26
Toledo (US)	2011		50050.41	574.52	115938.58	9.69
Toledo (US)	2012		52350.48	576.22	120427.03	8.22
Toledo (US)	2013		51498.35	577.92	117516.77	8.47
Toledo (US)	2014			579.63		6.33
Cleveland	2000	12.79		473.27		3.96
Cleveland	2001		56691.35	476.67	116200.97	4.4
Cleveland	2002		58174.13	480.1	120543.59	5.55
Cleveland	2003		59757.51	483.54	124386.5	6.1
Cleveland	2004		61407.12	487.0	128441.32	6.12
Cleveland	2005	12.43	61864.6	490.48	129457.43	5.86
Cleveland	2006		61988.72	493.97	129259.19	5.59
Cleveland	2007		62085.23	497.49	128830.17	6.16
Cleveland	2008	11.83	62558.14	501.03	131169.87	6.86
Cleveland	2009		59806.54	504.59	130873.05	8.93
Cleveland	2010		62025.09	508.16	135488.78	9.01
Cleveland	2011		63389.71	511.75	137395.45	8.06
Cleveland	2012		65979.66	515.37	141942.16	7.49
Cleveland	2013		66871.91	519.0	142942.44	7.57
Cleveland	2014			522.65		6.27
Des Moines	2000	11.31		5888.58		2.43
Des Moines	2001		59033.89	5797.73	105612.06	2.83
Des Moines	2002		60028.93	5707.66	107329.03	3.57
Des Moines	2003		63323.83	5618.39	116754.3	3.99
Des Moines	2004		67831.16	5529.86	126057.56	4.45
Des Moines	2005	10.71	70669.37	5442.12	130421.74	3.96
Des Moines	2006		68020.73	5355.11	123237.61	3.41
Des Moines	2007		72855.77	5268.85	131815.54	3.5
Des Moines	2008	9.58	64751.68	5183.34	118235.88	3.82
Des Moines	2009		62357.53	5098.57	117637.23	5.89
Des Moines	2010		62699.23	5014.52	120880.74	6.21
Des Moines	2011		62588.24	4931.2	123136.81	5.87
Des Moines	2012		65058.81	4848.59	128441.79	5.23
Des Moines	2013		65866.2	4766.7	128681.75	4.6
Des Moines	2014			4685.52		4.22
Omaha	2000	26.46		832.84		2.78
Omaha	2001		50157.71	823.04	93745.35	3.29
Omaha	2002		51517.43	813.31	97349.3	3.94
Omaha	2003		52916.07	803.66	100735.16	4.31
Omaha	2004		54259.14	794.08	103920.13	4.35
Omaha	2005	24.05	54543.27	784.58	105444.14	4.34
Omaha	2006		55690.25	775.16	107453.42	3.44
Omaha	2007		55832.69	765.81	107542.13	3.38
Omaha	2008	21.13	55035.32	756.54	105744.55	3.6
Omaha	2009		55045.93	747.35	109860.91	5.06
Omaha	2010		55089.85	738.23	111192.23	5.24
Omaha	2011		55462.52	729.18	112186.12	5.04
Omaha	2012		57242.05	720.21	115422.05	4.52
Omaha	2013		57904.49	711.31	117447.06	4.29
Omaha	2014			702.49		3.65
Akron	2000	15.56		1283.45		4.15
Akron	2001		40604.03	1283.71	82390.67	4.58
Akron	2002		42134.73	1283.98	86550.63	5.97
Akron	2003		43111.25	1284.24	87908.35	6.15
Akron	2004		44732.03	1284.5	90316.85	6.03
Akron	2005	15.34	45728.54	1284.77	90771.53	5.72
Akron	2006		45571.75	1285.04	88876.62	5.21
Akron	2007		45671.33	1285.3	88871.2	5.37
Akron	2008	14.71	45494.38	1285.57	88671.86	6.12
Akron	2009		43567.42	1285.83	89315.93	9.76
Akron	2010		44418.32	1286.1	92757.84	9.95
Akron	2011		44552.6	1286.36	93041.61	8.48
Akron	2012		46105.97	1286.63	96074.2	7.05
Akron	2013		46161.82	1286.89	96026.96	7.15
Akron	2014			1287.16		5.79
New York	2000	19.87		40.85		4.65
New York	2001		64295.11	40.74	140380.82	5.08
New York	2002		64145.0	40.64	141142.57	6.69
New York	2003		63902.69	40.54	141332.43	6.81
New York	2004		65838.43	40.43	144292.21	5.92
New York	2005	18.79	68168.34	40.33	147442.36	5.06
New York	2006		69754.59	40.22	148753.69	4.65
New York	2007		70955.28	40.12	150524.59	4.51
New York	2008	17.71	69524.85	40.01	147585.86	5.35
New York	2009		69384.68	39.91	152218.95	8.7
New York	2010		71109.83	39.81	157053.94	9.05
New York	2011		71437.42	39.7	157653.81	8.65
New York	2012		73091.01	39.6	160141.04	8.8
New York	2013		73326.6	39.49	159005.78	7.94
New York	2014			39.39		6.54
Salt Lake City	2000	15.77		649.88		3.2
Salt Lake City	2001		54298.57	640.35	105221.79	4.38
Salt Lake City	2002		53821.88	630.94	106619.07	5.94
Salt Lake City	2003		53150.4	621.66	105310.75	5.8
Salt Lake City	2004		54668.34	612.51	107711.51	5.12
Salt Lake City	2005	15.01	57207.75	603.47	109385.28	4.1
Salt Lake City	2006		61266.26	594.56	114160.38	2.91
Salt Lake City	2007		64868.64	585.76	118883.63	2.54
Salt Lake City	2008	13.71	62409.81	577.08	115304.93	3.19
Salt Lake City	2009		59351.06	568.51	116453.05	7.54
Salt Lake City	2010		59997.28	560.06	120917.05	7.86
Salt Lake City	2011		61062.11	551.72	124125.67	6.58
Salt Lake City	2012		63914.64	543.49	127433.77	5.2
Salt Lake City	2013		64399.86	535.37	125079.62	4.23
Salt Lake City	2014			527.36		3.7
Pittsburgh	2000	19.5		588.54		4.08
Pittsburgh	2001		60713.31	591.28	125869.01	4.36
Pittsburgh	2002		61211.14	594.04	127509.2	5.35
Pittsburgh	2003		61933.16	596.81	130421.94	5.56
Pittsburgh	2004		62727.13	599.59	131823.81	5.32
Pittsburgh	2005	18.98	62887.22	602.39	131540.04	4.97
Pittsburgh	2006		63680.03	605.19	131986.59	4.43
Pittsburgh	2007		65181.78	608.01	133343.61	4.11
Pittsburgh	2008	17.98	65033.47	610.85	131232.55	4.86
Pittsburgh	2009		63281.19	613.7	130253.83	6.71
Pittsburgh	2010		65591.38	616.56	135043.12	7.52
Pittsburgh	2011		67183.89	619.43	135775.1	7.05
Pittsburgh	2012		68940.69	622.32	136075.72	6.94
Pittsburgh	2013		70913.83	625.22	139047.35	6.46
Pittsburgh	2014			628.13		5.32
Harrisburg	2000	17.59		4107.97		3.42
Harrisburg	2001		50230.67	4076.77	98866.1	4.08
Harrisburg	2002		50461.64	4045.78	98804.22	4.63
Harrisburg	2003		51151.14	4015.02	102314.5	4.65
Harrisburg	2004		52442.02	3984.48	104391.0	4.42
Harrisburg	2005	16.41	52499.58	3954.16	103571.12	4.05
Harrisburg	2006		53089.45	3924.07	104122.71	3.7
Harrisburg	2007		53458.05	3894.18	105343.16	3.64
Harrisburg	2008	14.62	52136.59	3864.52	102571.0	4.61
Harrisburg	2009		52125.7	3835.07	106815.18	7.07
Harrisburg	2010		51748.58	3805.83	108058.37	7.68
Harrisburg	2011		51490.47	3776.81	108201.61	7.33
Harrisburg	2012		51829.24	3747.98	108647.65	7.24
Harrisburg	2013		52225.1	3719.38	109332.18	6.57
Harrisburg	2014			3690.98		4.94
Philadelphia	2000	19.45		386.38		4.19
Philadelphia	2001		50654.43	385.42	108793.18	4.68
Philadelphia	2002		51915.33	384.46	112275.31	5.78
Philadelphia	2003		53131.72	383.5	116710.61	5.85
Philadelphia	2004		54203.24	382.54	119057.13	5.55
Philadelphia	2005	18.14	54614.48	381.59	118539.67	5.06
Philadelphia	2006		55478.94	380.63	119575.73	4.76
Philadelphia	2007		56959.42	379.67	122877.14	4.61
Philadelphia	2008	17.18	58081.46	378.71	124699.39	5.64
Philadelphia	2009		57617.62	377.76	127779.82	8.31
Philadelphia	2010		58040.46	376.8	130802.17	9.09
Philadelphia	2011		57925.3	375.85	130938.43	8.94
Philadelphia	2012		58778.89	374.89	131695.11	8.9
Philadelphia	2013		58820.61	373.94	131021.73	8.16
Philadelphia	2014			372.98		6.37
Columbus	2000	12.35		1941.82		3.21
Columbus	2001		54159.98	1917.93	102611.55	3.49
Columbus	2002		55287.9	1894.15	106802.78	4.97
Columbus	2003		55275.12	1870.48	107961.17	5.38
Columbus	2004		55550.06	1846.92	109230.81	5.44
Columbus	2005	11.12	55669.32	1823.45	109715.8	5.24
Columbus	2006		55066.03	1800.1	107513.59	4.68
Columbus	2007		54363.33	1776.84	106185.54	4.77
Columbus	2008	10.16	52855.52	1753.69	104590.41	5.59
Columbus	2009		51086.39	1730.63	104981.69	8.42
Columbus	2010		51907.12	1707.67	108814.23	8.7
Columbus	2011		52425.17	1684.81	109589.84	7.56
Columbus	2012		54600.69	1662.04	113330.48	6.32
Columbus	2013		55746.78	1639.37	115436.05	6.27
Columbus	2014			1616.79		4.78
Denver	2000	18.34		5.81		2.57
Denver	2001		60511.37	5.73	111914.58	3.82
Denver	2002		60567.81	5.64	115173.0	5.93
Denver	2003		60252.94	5.55	114059.99	6.45
Denver	2004		60475.83	5.47	114134.52	5.86
Denver	2005	16.52	62913.75	5.38	117721.93	5.25
Denver	2006		62969.14	5.3	116075.08	4.36
Denver	2007		62852.79	5.21	115953.33	3.87
Denver	2008	14.85	63685.48	5.13	118027.42	4.92
Denver	2009		60101.9	5.05	117585.13	8.31
Denver	2010		60606.95	4.96	121420.97	9.05
Denver	2011		60669.67	4.88	122746.33	8.57
Denver	2012		61540.96	4.8	123988.35	7.76
Denver	2013		63173.15	4.72	126626.52	6.6
Denver	2014			4.64		4.83
Indianapolis	2000	16.12		1196.71		2.38
Indianapolis	2001		61343.52	1180.17	117037.04	3.3
Indianapolis	2002		61211.02	1163.63	118241.36	4.57
Indianapolis	2003		61794.41	1147.12	119426.5	4.74
Indianapolis	2004		63865.33	1130.62	124417.37	4.72
Indianapolis	2005	14.4	63798.7	1114.15	124329.82	4.8
Indianapolis	2006		64387.42	1097.71	124083.79	4.35
Indianapolis	2007		64789.65	1081.29	125303.13	4.02
Indianapolis	2008	12.86	64956.85	1064.91	127271.15	5.01
Indianapolis	2009		62988.25	1048.57	131648.34	8.56
Indianapolis	2010		63942.48	1032.27	137544.95	8.97
Indianapolis	2011		63058.38	1016.01	135538.1	8.24
Indianapolis	2012		64261.2	999.8	137696.96	7.55
Indianapolis	2013		65545.51	983.64	140123.14	6.86
Indianapolis	2014			967.54		5.62
Dayton	2000	11.55		1098.57		3.92
Dayton	2001		46298.04	1100.32	96312.95	4.44
Dayton	2002		47422.55	1102.04	100465.84	5.76
Dayton	2003		47550.17	1103.73	101288.24	6.23
Dayton	2004		48151.32	1105.39	103316.22	6.3
Dayton	2005	11.08	48292.25	1107.02	103666.2	6.09
Dayton	2006		48854.36	1108.62	103994.15	5.71
Dayton	2007		47490.09	1110.18	101677.27	5.94
Dayton	2008	10.54	46199.85	1111.72	100515.28	7.14
Dayton	2009		43923.07	1113.22	99867.21	10.92
Dayton	2010		44823.93	1114.69	102925.62	10.77
Dayton	2011		45871.92	1116.13	104733.18	9.27
Dayton	2012		46756.75	1117.53	106836.5	7.82
Dayton	2013		46565.4	1118.91	107206.09	7.78
Dayton	2014			1120.24		5.83
Baltimore	2000	16.21		1036.21		4.12
Baltimore	2001		50851.51	1031.8	104604.08	4.66
Baltimore	2002		52028.1	1027.35	107719.73	5.12
Baltimore	2003		52630.61	1022.87	109535.42	5.23
Baltimore	2004		54085.83	1018.37	112628.49	5.01
Baltimore	2005	15.07	54907.39	1013.83	112292.88	4.77
Baltimore	2006		55967.5	1009.25	111920.84	4.34
Baltimore	2007		56492.61	1004.65	113555.08	3.87
Baltimore	2008	14.28	55276.14	1000.03	111473.97	4.76
Baltimore	2009		55560.81	995.37	116266.7	8.18
Baltimore	2010		57239.36	990.68	120135.76	8.74
Baltimore	2011		57256.04	985.97	118895.96	8.04
Baltimore	2012		58038.98	981.23	118900.89	7.63
Baltimore	2013		57629.08	976.46	117861.55	7.23
Baltimore	2014			971.67		6.55
Cincinnati	2000	31.45		3165.64		3.55
Cincinnati	2001		48377.3	3149.15	96778.34	4.05
Cincinnati	2002		49112.91	3132.33	99174.25	5.13
Cincinnati	2003		49730.58	3115.18	99862.11	5.34
Cincinnati	2004		50300.58	3097.7	100587.93	5.3
Cincinnati	2005	29.09	51161.81	3079.88	101807.75	5.31
Cincinnati	2006		50756.0	3061.74	100261.63	5.15
Cincinnati	2007		50767.8	3043.28	99898.29	5.03
Cincinnati	2008	25.73	50207.39	3024.5	99538.18	5.83
Cincinnati	2009		48653.97	3005.38	100869.95	9.29
Cincinnati	2010		49612.88	2985.96	105078.74	9.67
Cincinnati	2011		50122.26	2966.23	106591.31	8.62
Cincinnati	2012		51886.97	2946.18	110250.13	7.26
Cincinnati	2013		52520.99	2925.82	111488.11	7.05
Cincinnati	2014			2905.16		5.4
Washington	2000	16.19		1212.58		2.72
Washington	2001		66916.22	1195.06	124814.38	3.36
Washington	2002		68811.0	1177.62	128866.45	4.01
Washington	2003		70705.12	1160.25	132692.74	3.87
Washington	2004		73889.8	1142.96	137814.19	3.67
Washington	2005	14.41	75798.83	1125.74	139775.41	3.45
Washington	2006		75972.38	1108.6	138883.73	3.09
Washington	2007		76591.37	1091.53	141478.78	2.95
Washington	2008	12.99	76791.9	1074.52	141739.29	3.69
Washington	2009		76224.3	1057.59	146328.38	6.21
Washington	2010		77356.4	1040.73	149066.58	6.48
Washington	2011		76868.4	1023.94	147371.84	6.07
Washington	2012		76027.04	1007.22	145679.8	5.69
Washington	2013		74299.15	990.57	143610.63	5.44
Washington	2014			973.99		5.02
Kansas City	2000	25.52		4788.08		3.33
Kansas City	2001		52578.37	4740.04	101550.01	4.41
Kansas City	2002		52999.93	4692.17	104743.53	5.49
Kansas City	2003		53066.22	4644.48	105675.94	6.01
Kansas City	2004		53745.85	4596.98	107318.6	6.09
Kansas City	2005	25.75	53840.69	4549.67	107287.9	5.65
Kansas City	2006		53660.19	4502.54	107068.74	5.03
Kansas City	2007		54016.99	4455.62	107839.89	5.0
Kansas City	2008	22.61	53708.51	4408.89	109216.58	5.65
Kansas City	2009		52562.03	4362.36	110590.17	8.92
Kansas City	2010		53458.74	4316.05	114024.61	8.89
Kansas City	2011		52811.66	4269.95	113045.32	8.01
Kansas City	2012		53426.82	4224.06	114558.05	6.73
Kansas City	2013		53606.76	4178.4	115912.28	6.37
Kansas City	2014			4132.96		5.6
Colorado Springs	2000	17.48		19.17		2.92
Colorado Springs	2001		42057.1	18.82	85480.67	4.22
Colorado Springs	2002		41053.23	18.48	84902.42	6.13
Colorado Springs	2003		41889.1	18.14	86585.11	6.28
Colorado Springs	2004		41789.19	17.81	85961.32	5.78
Colorado Springs	2005	17.39	42835.09	17.49	87469.55	5.36
Colorado Springs	2006		42164.66	17.17	84909.0	4.6
Colorado Springs	2007		41873.97	16.86	85607.69	4.29
Colorado Springs	2008	15.17	40155.15	16.56	84297.38	5.62
Colorado Springs	2009		39704.84	16.25	87862.06	8.73
Colorado Springs	2010		40548.24	15.96	92264.04	9.79
Colorado Springs	2011		40111.68	15.67	92837.85	9.52
Colorado Springs	2012		39987.38	15.38	93960.22	9.13
Colorado Springs	2013		39276.49	15.1	92959.02	8.02
Colorado Springs	2014			14.83		6.03
Saint Louis (US)	2000	25.34		1938.47		3.5
Saint Louis (US)	2001		48583.09	1931.52	95883.41	4.53
Saint Louis (US)	2002		49547.08	1924.39	98867.09	5.35
Saint Louis (US)	2003		50414.3	1917.09	102097.28	5.79
Saint Louis (US)	2004		50905.09	1909.61	103846.16	6.0
Saint Louis (US)	2005	23.59	51264.37	1901.95	103701.89	5.57
Saint Louis (US)	2006		50770.06	1894.12	101780.58	5.05
Saint Louis (US)	2007		50760.72	1886.11	102143.18	5.29
Saint Louis (US)	2008	21.45	51618.89	1877.93	105752.09	6.32
Saint Louis (US)	2009		50652.33	1869.58	108552.53	9.84
Saint Louis (US)	2010		50708.89	1861.04	109378.73	9.74
Saint Louis (US)	2011		50554.31	1852.34	108651.13	8.74
Saint Louis (US)	2012		51510.02	1843.46	111298.72	7.56
Saint Louis (US)	2013		51138.06	1834.41	111055.55	7.19
Saint Louis (US)	2014			1825.18		6.28
Sacramento/Roseville	2000	13.26		70.24		4.27
Sacramento/Roseville	2001		44174.92	69.01	90352.02	4.48
Sacramento/Roseville	2002		46601.65	67.8	94686.29	5.55
Sacramento/Roseville	2003		49233.81	66.6	99941.82	5.79
Sacramento/Roseville	2004		50306.25	65.43	102479.79	5.51
Sacramento/Roseville	2005	11.96	52132.6	64.27	106199.0	4.91
Sacramento/Roseville	2006		52098.36	63.12	106581.69	4.68
Sacramento/Roseville	2007		50640.46	62.0	104937.4	5.33
Sacramento/Roseville	2008	11.16	47899.62	60.89	102017.83	7.05
Sacramento/Roseville	2009		45424.45	59.8	102497.73	11.1
Sacramento/Roseville	2010		44583.68	58.73	103949.31	12.46
Sacramento/Roseville	2011		44290.34	57.67	104949.19	11.86
Sacramento/Roseville	2012		44716.43	56.63	105693.32	10.34
Sacramento/Roseville	2013		45193.53	55.61	107250.36	8.62
Sacramento/Roseville	2014			54.6		7.15
Louisville	2000	30.89		4613.85		3.56
Louisville	2001		46966.04	4570.06	95535.12	4.54
Louisville	2002		47104.45	4526.49	98418.22	5.39
Louisville	2003		46962.0	4483.13	99123.38	5.78
Louisville	2004		48092.06	4440.02	102070.46	5.31
Louisville	2005	28.24	48321.19	4397.12	102436.31	5.84
Louisville	2006		48941.42	4354.44	102548.61	5.69
Louisville	2007		48859.42	4312.0	102280.41	5.27
Louisville	2008	24.67	47631.85	4269.76	101277.97	6.28
Louisville	2009		45657.07	4227.76	101435.17	9.9
Louisville	2010		47104.17	4185.96	106188.47	10.06
Louisville	2011		47155.48	4144.39	106731.21	9.53
Louisville	2012		48513.98	4103.04	108786.41	8.19
Louisville	2013		48074.62	4061.91	107315.28	7.73
Louisville	2014			4020.98		5.86
San Francisco	2000	14.64		24.93		3.46
San Francisco	2001		72587.34	24.8	138240.25	4.68
San Francisco	2002		69868.19	24.68	139913.02	6.83
San Francisco	2003		70714.87	24.55	146262.68	6.95
San Francisco	2004		72066.67	24.43	150964.09	5.85
San Francisco	2005	14.5	75197.5	24.31	158134.89	5.08
San Francisco	2006		77177.18	24.18	161192.99	4.37
San Francisco	2007		79472.04	24.06	164340.42	4.61
San Francisco	2008	13.87	79114.2	23.94	162909.37	5.91
San Francisco	2009		74682.74	23.82	160919.31	10.06
San Francisco	2010		76564.96	23.7	166368.24	10.71
San Francisco	2011		78417.56	23.58	167723.48	9.78
San Francisco	2012		82111.8	23.46	170584.8	8.43
San Francisco	2013		83504.18	23.34	169761.83	6.9
San Francisco	2014			23.22		5.5
Wichita	2000	14.42		45.46		4.22
Wichita	2001		44959.7	45.06	89674.2	4.13
Wichita	2002		43691.99	44.66	88616.09	5.99
Wichita	2003		42603.35	44.27	88595.14	6.83
Wichita	2004		41748.31	43.88	86423.02	6.23
Wichita	2005	13.58	42543.15	43.49	87666.14	5.57
Wichita	2006		46753.75	43.1	96093.8	4.6
Wichita	2007		49928.49	42.72	101894.48	4.09
Wichita	2008	12.54	47881.57	42.34	97851.05	4.31
Wichita	2009		43384.94	41.96	91716.55	8.6
Wichita	2010		44672.04	41.59	98185.27	8.8
Wichita	2011		46167.06	41.22	103285.07	7.95
Wichita	2012		46893.66	40.85	106094.71	6.93
Wichita	2013		46509.1	40.49	105541.72	6.29
Wichita	2014			40.12		5.31
Richmond	2000	14.0		233.28		2.13
Richmond	2001		75317.24	230.88	149214.8	3.42
Richmond	2002		72876.99	228.49	145780.37	4.47
Richmond	2003		71514.99	226.12	143645.83	4.5
Richmond	2004		72804.75	223.77	145147.71	4.27
Richmond	2005	12.8	75591.59	221.43	150645.82	4.08
Richmond	2006		73985.79	219.1	147074.76	3.5
Richmond	2007		74716.33	216.8	147144.06	3.4
Richmond	2008	11.71	73632.2	214.51	143962.47	4.45
Richmond	2009		71459.92	212.23	147806.97	8.2
Richmond	2010		71732.51	209.98	149345.04	8.17
Richmond	2011		70086.92	207.74	143679.46	7.26
Richmond	2012		70107.54	205.51	141616.44	6.48
Richmond	2013		71772.11	203.3	144702.26	5.98
Richmond	2014			201.11		5.48
Norfolk-Portsmouth-Chesapeake-Virginia beach	2000	12.64		797.93		2.56
Norfolk-Portsmouth-Chesapeake-Virginia beach	2001		42426.79	793.59	94245.93	3.33
Norfolk-Portsmouth-Chesapeake-Virginia beach	2002		44089.87	789.23	96148.26	4.09
Norfolk-Portsmouth-Chesapeake-Virginia beach	2003		46712.05	784.85	100985.85	4.2
Norfolk-Portsmouth-Chesapeake-Virginia beach	2004		48681.01	780.46	104177.68	4.01
Norfolk-Portsmouth-Chesapeake-Virginia beach	2005	11.62	50160.4	776.04	106908.69	3.9
Norfolk-Portsmouth-Chesapeake-Virginia beach	2006		51470.13	771.61	108971.84	3.39
Norfolk-Portsmouth-Chesapeake-Virginia beach	2007		52229.14	767.16	110318.85	3.26
Norfolk-Portsmouth-Chesapeake-Virginia beach	2008	10.6	51472.84	762.69	108212.7	4.17
Norfolk-Portsmouth-Chesapeake-Virginia beach	2009		51372.71	758.2	114335.28	7.09
Norfolk-Portsmouth-Chesapeake-Virginia beach	2010		51830.49	753.69	114906.6	7.46
